Month of Order Date,Product Name,Sales
2015-11-01,"Computer Room Manger, 14""",78.00
2016-10-01,"Computer Room Manger, 14""",78.00
2013-09-01,"Computer Room Manger, 14""",97.00
2014-01-01,"Computer Room Manger, 14""",227.00
2013-11-01,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",34.00
2014-08-01,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",114.00
2015-02-01,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",171.00
2016-10-01,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",228.00
2013-05-01,Contemporary Borderless Frame,10.00
2016-11-01,Contemporary Borderless Frame,26.00
2016-11-01,Contemporary Wood/Metal Frame,6.00
2016-06-01,Contemporary Wood/Metal Frame,39.00
2015-10-01,Contemporary Wood/Metal Frame,52.00
2014-11-01,Contemporary Wood/Metal Frame,97.00
2014-10-01,"Contico 72""H Heavy-Duty Storage System",82.00
2016-09-01,"Contico 72""H Heavy-Duty Storage System",82.00
2013-10-01,"Contico 72""H Heavy-Duty Storage System",98.00
2015-09-01,"Contico 72""H Heavy-Duty Storage System",131.00
2013-03-01,"Contico 72""H Heavy-Duty Storage System",205.00
2016-07-01,"Contract Clock, 14"", Brown",9.00
2013-06-01,"Contract Clock, 14"", Brown",62.00
2016-08-01,"Contract Clock, 14"", Brown",66.00
2016-12-01,"Contract Clock, 14"", Brown",88.00
2015-01-01,"Contract Clock, 14"", Brown",110.00
2016-08-01,Convenience Packs of Business Envelopes,3.00
2014-03-01,Convenience Packs of Business Envelopes,9.00
2015-08-01,Convenience Packs of Business Envelopes,11.00
2016-09-01,Convenience Packs of Business Envelopes,11.00
2016-12-01,Convenience Packs of Business Envelopes,11.00
2013-10-01,Convenience Packs of Business Envelopes,14.00
2016-03-01,Crate-A-Files,9.00
2016-09-01,Crate-A-Files,11.00
2014-11-01,Crate-A-Files,17.00
2013-03-01,Crate-A-Files,26.00
2016-12-01,Crate-A-Files,26.00
2016-10-01,Crate-A-Files,33.00
2015-09-01,Crate-A-Files,55.00
2015-09-01,"Crayola Anti Dust Chalk, 12/Pack",3.00
2016-07-01,"Crayola Anti Dust Chalk, 12/Pack",3.00
2016-09-01,"Crayola Anti Dust Chalk, 12/Pack",10.00
2014-11-01,"Crayola Anti Dust Chalk, 12/Pack",11.00
2016-01-01,"Crayola Anti Dust Chalk, 12/Pack",16.00
2016-11-01,"Crayola Anti Dust Chalk, 12/Pack",16.00
2016-12-01,Crayola Colored Pencils,3.00
2015-12-01,Crayola Colored Pencils,10.00
2014-04-01,Crayola Colored Pencils,10.00
2014-01-01,Crayola Colored Pencils,13.00
2013-11-01,Crayola Colored Pencils,16.00
2013-07-01,Crayola Colored Pencils,20.00
2013-04-01,Crayola Colored Pencils,23.00
2016-07-01,Crayola Colored Pencils,26.00
2014-12-01,Cubify CubeX 3D Printer Double Head Print,1800.00
2015-11-01,Cubify CubeX 3D Printer Double Head Print,4500.00
2016-04-01,Cubify CubeX 3D Printer Double Head Print,4800.00
2016-11-01,Cubify CubeX 3D Printer Triple Head Print,8000.00
2016-06-01,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,3.00
2014-11-01,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,5.00
2016-11-01,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,8.00
2016-12-01,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,15.00
2014-04-01,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,35.00
2015-04-01,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,13.00
2015-01-01,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,16.00
2015-07-01,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,21.00
2016-12-01,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,70.00
2014-02-01,"Dana Fluorescent Magnifying Lamp, White, 36""",41.00
2013-03-01,"Dana Fluorescent Magnifying Lamp, White, 36""",122.00
2014-05-01,"Dana Fluorescent Magnifying Lamp, White, 36""",163.00
2013-09-01,"Dana Fluorescent Magnifying Lamp, White, 36""",255.00
2016-09-01,Dana Halogen Swing-Arm Architect Lamp,33.00
2015-08-01,Dana Halogen Swing-Arm Architect Lamp,98.00
2014-05-01,Dana Halogen Swing-Arm Architect Lamp,123.00
2014-06-01,Dana Halogen Swing-Arm Architect Lamp,205.00
2013-08-01,Dana Halogen Swing-Arm Architect Lamp,328.00
2014-03-01,Dana Halogen Swing-Arm Architect Lamp,328.00
2013-09-01,Dana Swing-Arm Lamps,9.00
2013-11-01,Dana Swing-Arm Lamps,9.00
2013-12-01,Dana Swing-Arm Lamps,9.00
2015-09-01,Dana Swing-Arm Lamps,17.00
2016-06-01,Dana Swing-Arm Lamps,17.00
2014-11-01,Dana Swing-Arm Lamps,49.00
2014-06-01,"DataProducts Ampli Magnifier Task Lamp, Black,",43.00
2014-10-01,"DataProducts Ampli Magnifier Task Lamp, Black,",65.00
2013-07-01,"DataProducts Ampli Magnifier Task Lamp, Black,",130.00
2016-09-01,"DataProducts Ampli Magnifier Task Lamp, Black,",135.00
2016-11-01,"DataProducts Ampli Magnifier Task Lamp, Black,",135.00
2013-09-01,DAX Black Cherry Wood-Tone Poster Frame,21.00
2016-09-01,DAX Black Cherry Wood-Tone Poster Frame,21.00
2016-03-01,DAX Black Cherry Wood-Tone Poster Frame,26.00
2013-11-01,DAX Black Cherry Wood-Tone Poster Frame,53.00
2013-03-01,DAX Black Cherry Wood-Tone Poster Frame,64.00
2013-01-01,DAX Black Cherry Wood-Tone Poster Frame,127.00
2014-05-01,DAX Black Cherry Wood-Tone Poster Frame,143.00
2014-04-01,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",8.00
2016-01-01,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",19.00
2016-12-01,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",19.00
2015-11-01,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",23.00
2016-08-01,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",23.00
2015-03-01,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",30.00
2015-05-01,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",47.00
2015-06-01,Dax Clear Box Frame,7.00
2013-04-01,Dax Clear Box Frame,17.00
2016-10-01,Dax Clear Box Frame,28.00
2016-11-01,Dax Clear Box Frame,44.00
2013-07-01,DAX Clear Channel Poster Frame,17.00
2014-06-01,DAX Clear Channel Poster Frame,29.00
2016-10-01,DAX Clear Channel Poster Frame,73.00
2013-03-01,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.00
2015-09-01,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.00
2015-11-01,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",49.00
2014-11-01,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",162.00
2013-02-01,"DAX Copper Panel Document Frame, 5 x 7 Size",25.00
2016-09-01,"DAX Copper Panel Document Frame, 5 x 7 Size",25.00
2015-05-01,"DAX Copper Panel Document Frame, 5 x 7 Size",30.00
2014-06-01,"DAX Copper Panel Document Frame, 5 x 7 Size",40.00
2016-06-01,"DAX Copper Panel Document Frame, 5 x 7 Size",50.00
2016-09-01,DAX Cubicle Frames - 8x10,12.00
2015-10-01,DAX Cubicle Frames - 8x10,16.00
2015-12-01,DAX Cubicle Frames - 8x10,17.00
2016-11-01,DAX Cubicle Frames - 8x10,17.00
2013-10-01,DAX Cubicle Frames - 8x10,63.00
2014-10-01,"DAX Cubicle Frames, 8-1/2 x 11",17.00
2013-07-01,"DAX Cubicle Frames, 8-1/2 x 11",26.00
2016-05-01,"DAX Cubicle Frames, 8-1/2 x 11",43.00
2015-01-01,"DAX Cubicle Frames, 8-1/2 x 11",60.00
2016-06-01,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.00
2016-08-01,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.00
2015-06-01,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",38.00
2016-01-01,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",38.00
2015-11-01,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.00
2016-10-01,"DAX Metal Frame, Desktop, Stepped-Edge",16.00
2014-05-01,"DAX Metal Frame, Desktop, Stepped-Edge",20.00
2014-09-01,"DAX Metal Frame, Desktop, Stepped-Edge",24.00
2016-08-01,"DAX Metal Frame, Desktop, Stepped-Edge",40.00
2013-12-01,"DAX Metal Frame, Desktop, Stepped-Edge",61.00
2013-10-01,DAX Natural Wood-Tone Poster Frame,32.00
2013-09-01,DAX Natural Wood-Tone Poster Frame,42.00
2013-12-01,DAX Natural Wood-Tone Poster Frame,79.00
2015-11-01,DAX Natural Wood-Tone Poster Frame,148.00
2016-03-01,DAX Natural Wood-Tone Poster Frame,212.00
2015-11-01,DAX Solid Wood Frames,20.00
2016-07-01,DAX Solid Wood Frames,39.00
2015-05-01,DAX Solid Wood Frames,55.00
2014-04-01,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.00
2015-11-01,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",11.00
2015-01-01,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.00
2015-09-01,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",19.00
2016-12-01,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",19.00
2014-12-01,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28.00
2016-09-01,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",47.00
2016-04-01,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",66.00
2015-02-01,DAX Two-Tone Silver Metal Document Frame,16.00
2016-12-01,DAX Two-Tone Silver Metal Document Frame,16.00
2015-03-01,DAX Two-Tone Silver Metal Document Frame,20.00
2016-10-01,DAX Two-Tone Silver Metal Document Frame,40.00
2015-09-01,DAX Two-Tone Silver Metal Document Frame,61.00
2016-09-01,DAX Two-Tone Silver Metal Document Frame,81.00
2016-04-01,"DAX Value U-Channel Document Frames, Easel Back",2.00
2013-01-01,"DAX Value U-Channel Document Frames, Easel Back",10.00
2015-11-01,"DAX Value U-Channel Document Frames, Easel Back",10.00
2016-08-01,"DAX Value U-Channel Document Frames, Easel Back",10.00
2014-08-01,"DAX Value U-Channel Document Frames, Easel Back",15.00
2014-09-01,"DAX Value U-Channel Document Frames, Easel Back",15.00
2016-01-01,"DAX Value U-Channel Document Frames, Easel Back",15.00
2015-01-01,"DAX Value U-Channel Document Frames, Easel Back",25.00
2013-05-01,"DAX Value U-Channel Document Frames, Easel Back",35.00
2015-05-01,"DAX Value U-Channel Document Frames, Easel Back",40.00
2013-05-01,DAX Wood Document Frame,27.00
2016-05-01,DAX Wood Document Frame,27.00
2016-11-01,DAX Wood Document Frame,27.00
2016-12-01,DAX Wood Document Frame,27.00
2013-03-01,DAX Wood Document Frame,33.00
2013-12-01,DAX Wood Document Frame,33.00
2016-08-01,DAX Wood Document Frame,55.00
2014-12-01,DAX Wood Document Frame,55.00
2014-01-01,DAX Wood Document Frame,192.00
2013-11-01,DAX Wood Document Frame.,11.00
2014-05-01,DAX Wood Document Frame.,22.00
2016-10-01,DAX Wood Document Frame.,44.00
2016-12-01,DAX Wood Document Frame.,82.00
2016-11-01,Decoflex Hanging Personal Folder File,46.00
2014-06-01,"Decoflex Hanging Personal Folder File, Blue",15.00
2014-09-01,"Decoflex Hanging Personal Folder File, Blue",25.00
2014-10-01,"Decoflex Hanging Personal Folder File, Blue",31.00
2014-12-01,"Decoflex Hanging Personal Folder File, Blue",62.00
2016-09-01,"Decoflex Hanging Personal Folder File, Blue",62.00
2013-11-01,"Decoflex Hanging Personal Folder File, Blue",93.00
2016-11-01,"Decoflex Hanging Personal Folder File, Blue",93.00
2013-09-01,"Decoflex Hanging Personal Folder File, Blue",139.00
2015-09-01,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.00
2014-09-01,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,211.00
2016-10-01,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,211.00
2013-09-01,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.00
2015-12-01,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,843.00
2014-09-01,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",85.00
2014-11-01,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.00
2015-03-01,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.00
2013-09-01,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",128.00
2015-09-01,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",128.00
2016-04-01,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",128.00
2015-06-01,"Deflect-o EconoMat Nonstudded, No Bevel Mat",83.00
2016-11-01,"Deflect-o EconoMat Nonstudded, No Bevel Mat",155.00
2014-01-01,"Deflect-o EconoMat Nonstudded, No Bevel Mat",465.00
2013-05-01,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.00
2015-11-01,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.00
2016-09-01,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.00
2015-04-01,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",83.00
2014-05-01,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",124.00
2016-08-01,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",124.00
2015-02-01,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.00
2015-07-01,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.00
2013-08-01,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.00
2014-09-01,Deflect-o Glass Clear Studded Chair Mats,124.00
2016-12-01,Deflect-o Glass Clear Studded Chair Mats,124.00
2013-05-01,Deflect-o Glass Clear Studded Chair Mats,149.00
2014-11-01,Deflect-o Glass Clear Studded Chair Mats,187.00
2015-08-01,Deflect-o Glass Clear Studded Chair Mats,187.00
2014-03-01,Deflect-o Glass Clear Studded Chair Mats,808.00
2014-09-01,Deflect-O Glasstique Clear Desk Accessories,25.00
2015-07-01,Deflect-O Glasstique Clear Desk Accessories,100.00
2015-02-01,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",74.00
2016-02-01,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",148.00
2016-06-01,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",277.00
2016-11-01,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.00
2016-07-01,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",609.00
2013-12-01,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.00
2013-09-01,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",88.00
2014-10-01,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",146.00
2016-07-01,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",146.00
2014-09-01,Dell Slim USB Multimedia Keyboard,50.00
2014-06-01,Dell Slim USB Multimedia Keyboard,75.00
2015-11-01,Deluxe Chalkboard Eraser Cleaner,18.00
2013-06-01,Deluxe Chalkboard Eraser Cleaner,23.00
2014-12-01,Deluxe Chalkboard Eraser Cleaner,37.00
2016-03-01,Deluxe Chalkboard Eraser Cleaner,46.00
2013-11-01,Deluxe Chalkboard Eraser Cleaner,58.00
2016-11-01,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.00
2016-12-01,Deluxe Heavy-Duty Vinyl Round Ring Binder,37.00
2016-06-01,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.00
2015-11-01,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.00
2014-11-01,Deluxe Heavy-Duty Vinyl Round Ring Binder,92.00
2014-09-01,Deluxe Heavy-Duty Vinyl Round Ring Binder,115.00
2015-08-01,Deluxe Heavy-Duty Vinyl Round Ring Binder,147.00
2016-04-01,Deluxe Rollaway Locking File with Drawer,333.00
2016-10-01,Deluxe Rollaway Locking File with Drawer,665.00
2014-03-01,Deluxe Rollaway Locking File with Drawer,1248.00
2016-11-01,Deluxe Rollaway Locking File with Drawer,1248.00
2015-12-01,Deluxe Rollaway Locking File with Drawer,2079.00
2014-10-01,Design Ebony Sketching Pencil,3.00
2016-12-01,Design Ebony Sketching Pencil,4.00
2016-10-01,Design Ebony Sketching Pencil,7.00
2016-03-01,Desktop 3-Pocket Hot File,43.00
2013-12-01,Desktop 3-Pocket Hot File,216.00
2016-12-01,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,117.00
2014-06-01,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.00
2016-07-01,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,211.00
2016-03-01,Digium D40 VoIP phone,206.00
2013-10-01,Digium D40 VoIP phone,258.00
2015-05-01,Digium D40 VoIP phone,258.00
2015-11-01,Digium D40 VoIP phone,258.00
2016-07-01,Digium D40 VoIP phone,258.00
2016-10-01,Digium D40 VoIP phone,413.00
2014-05-01,Digium D40 VoIP phone,619.00
2014-12-01,Digium D40 VoIP phone,774.00
2015-06-01,Disposable Triple-Filter Dust Bags,9.00
2015-11-01,Disposable Triple-Filter Dust Bags,9.00
2014-03-01,Disposable Triple-Filter Dust Bags,13.00
2016-02-01,Disposable Triple-Filter Dust Bags,13.00
2014-12-01,"Dixon My First Ticonderoga Pencil, #2",14.00
2015-11-01,"Dixon My First Ticonderoga Pencil, #2",14.00
2013-06-01,"Dixon My First Ticonderoga Pencil, #2",33.00
2016-05-01,"Dixon My First Ticonderoga Pencil, #2",35.00
2015-06-01,DIXON Oriole Pencils,5.00
2013-10-01,DIXON Oriole Pencils,6.00
2016-11-01,DIXON Oriole Pencils,7.00
2016-09-01,DIXON Oriole Pencils,8.00
2013-06-01,DIXON Oriole Pencils,18.00
2014-03-01,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.00
2016-06-01,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.00
2013-01-01,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",13.00
2014-06-01,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",14.00
2015-04-01,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.00
2015-08-01,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",60.00
2014-09-01,Dixon Ticonderoga Core-Lock Colored Pencils,15.00
2013-01-01,Dixon Ticonderoga Core-Lock Colored Pencils,36.00
2013-09-01,Dixon Ticonderoga Core-Lock Colored Pencils,36.00
2016-10-01,Dixon Ticonderoga Core-Lock Colored Pencils,36.00
2013-11-01,Dixon Ticonderoga Core-Lock Colored Pencils,51.00
2016-05-01,Dixon Ticonderoga Core-Lock Colored Pencils,55.00
2016-02-01,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",175.00
2013-10-01,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",256.00
2013-07-01,DIXON Ticonderoga Erasable Checking Pencils,6.00
2014-04-01,DIXON Ticonderoga Erasable Checking Pencils,11.00
2015-05-01,DIXON Ticonderoga Erasable Checking Pencils,11.00
2016-12-01,DIXON Ticonderoga Erasable Checking Pencils,13.00
2015-11-01,DIXON Ticonderoga Erasable Checking Pencils,18.00
2013-05-01,DIXON Ticonderoga Erasable Checking Pencils,36.00
2015-04-01,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.00
2016-04-01,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",42.00
2015-09-01,"Dixon Ticonderoga Maple Cedar Pencil, #2",5.00
2015-01-01,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.00
2016-11-01,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.00
2015-05-01,Dixon Ticonderoga Pencils,5.00
2016-03-01,Dixon Ticonderoga Pencils,9.00
2014-04-01,Dixon Ticonderoga Pencils,24.00
2013-11-01,DMI Arturo Collection Mission-style Design Wood Chair,136.00
2015-07-01,DMI Arturo Collection Mission-style Design Wood Chair,242.00
2013-04-01,DMI Arturo Collection Mission-style Design Wood Chair,317.00
2016-04-01,DMI Arturo Collection Mission-style Design Wood Chair,317.00
2016-09-01,DMI Arturo Collection Mission-style Design Wood Chair,362.00
2013-09-01,DMI Arturo Collection Mission-style Design Wood Chair,604.00
2013-12-01,DMI Arturo Collection Mission-style Design Wood Chair,845.00
2016-12-01,DMI Arturo Collection Mission-style Design Wood Chair,1797.00
2016-06-01,DMI Eclipse Executive Suite Bookcases,401.00
2014-10-01,DMI Eclipse Executive Suite Bookcases,426.00
2013-09-01,DMI Eclipse Executive Suite Bookcases,802.00
2014-09-01,DMI Eclipse Executive Suite Bookcases,2004.00
2015-11-01,DMI Eclipse Executive Suite Bookcases,3407.00
2013-11-01,DMI Eclipse Executive Suite Bookcases,4008.00
2013-03-01,Document Clip Frames,20.00
2016-11-01,Document Clip Frames,25.00
2013-11-01,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",197.00
2014-12-01,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",197.00
2016-09-01,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",236.00
2014-07-01,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",295.00
2013-06-01,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",492.00
2014-03-01,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",492.00
2015-11-01,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.00
2016-07-01,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.00
2016-03-01,"Dual Level, Single-Width Filing Carts",310.00
2016-01-01,"Dual Level, Single-Width Filing Carts",372.00
2014-01-01,"Dual Level, Single-Width Filing Carts",465.00
2015-12-01,"Dual Level, Single-Width Filing Carts",465.00
2014-03-01,"Dual Level, Single-Width Filing Carts",1085.00
2015-11-01,"Dual Level, Single-Width Filing Carts",1085.00
2016-06-01,"Dual Level, Single-Width Filing Carts",1085.00
2013-09-01,"Dual Level, Single-Width Filing Carts",1706.00
2016-10-01,Durable Pressboard Binders,18.00
2014-07-01,Durable Pressboard Binders,19.00
2016-05-01,DXL Angle-View Binders with Locking Rings by Samsill,2.00
2016-01-01,DXL Angle-View Binders with Locking Rings by Samsill,8.00
2015-12-01,DXL Angle-View Binders with Locking Rings by Samsill,15.00
2013-06-01,DXL Angle-View Binders with Locking Rings by Samsill,19.00
2016-03-01,DXL Angle-View Binders with Locking Rings by Samsill,31.00
2015-06-01,DXL Angle-View Binders with Locking Rings by Samsill,35.00
2013-09-01,DXL Angle-View Binders with Locking Rings by Samsill,43.00
2016-08-01,DXL Angle-View Binders with Locking Rings by Samsill,62.00
2016-12-01,"DXL Angle-View Binders with Locking Rings, Black",14.00
2016-05-01,"DXL Angle-View Binders with Locking Rings, Black",19.00
2014-09-01,"DXL Angle-View Binders with Locking Rings, Black",29.00
2014-04-01,"DXL Angle-View Binders with Locking Rings, Black",62.00
2016-11-01,DYMO CardScan Personal V9 Business Card Scanner,96.00
2016-12-01,DYMO CardScan Personal V9 Business Card Scanner,480.00
2013-12-01,DYMO CardScan Personal V9 Business Card Scanner,768.00
2013-10-01,Easy-staple paper,12.00
2015-06-01,Easy-staple paper,15.00
2016-12-01,Easy-staple paper,15.00
2013-06-01,Easy-staple paper,16.00
2014-12-01,Easy-staple paper,17.00
2013-11-01,Easy-staple paper,21.00
2014-07-01,Easy-staple paper,22.00
2014-10-01,Easy-staple paper,25.00
2015-03-01,Easy-staple paper,26.00
2015-10-01,Easy-staple paper,28.00
2013-09-01,Easy-staple paper,30.00
2013-05-01,Easy-staple paper,35.00
2015-12-01,Easy-staple paper,46.00
2014-02-01,Easy-staple paper,49.00
2014-04-01,Easy-staple paper,53.00
2015-01-01,Easy-staple paper,57.00
2015-11-01,Easy-staple paper,71.00
2016-07-01,Easy-staple paper,77.00
2014-05-01,Easy-staple paper,85.00
2015-08-01,Easy-staple paper,101.00
2014-03-01,Easy-staple paper,106.00
2014-01-01,Easy-staple paper,106.00
2016-04-01,Easy-staple paper,106.00
2015-05-01,Easy-staple paper,112.00
2016-03-01,Easy-staple paper,125.00
2014-11-01,Easy-staple paper,126.00
2016-06-01,Easy-staple paper,134.00
2014-09-01,Easy-staple paper,142.00
2016-10-01,Easy-staple paper,150.00
2013-07-01,Easy-staple paper,177.00
2016-09-01,Easy-staple paper,179.00
2016-11-01,Easy-staple paper,240.00
2013-04-01,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.00
2014-12-01,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.00
2015-07-01,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.00
2013-10-01,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",89.00
2015-11-01,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",89.00
2014-09-01,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",111.00
2016-09-01,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.00
2016-11-01,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",200.00
2016-03-01,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277.00
2016-08-01,"Eberhard Faber 3 1/2"" Golf Pencils",6.00
2013-03-01,"Eberhard Faber 3 1/2"" Golf Pencils",15.00
2015-09-01,"Eberhard Faber 3 1/2"" Golf Pencils",15.00
2016-09-01,"Eberhard Faber 3 1/2"" Golf Pencils",15.00
2015-07-01,"Eberhard Faber 3 1/2"" Golf Pencils",22.00
2016-03-01,"Eberhard Faber 3 1/2"" Golf Pencils",30.00
2016-05-01,"Eberhard Faber 3 1/2"" Golf Pencils",37.00
2013-03-01,Economy #2 Pencils,8.00
2015-02-01,Economy #2 Pencils,8.00
2015-11-01,Economy #2 Pencils,8.00
2016-10-01,Economy #2 Pencils,11.00
2014-07-01,Economy Binders,3.00
2016-12-01,Economy Binders,12.00
2016-03-01,Economy Binders,15.00
2013-12-01,Economy Rollaway Files,132.00
2013-09-01,Economy Rollaway Files,264.00
2016-12-01,Economy Rollaway Files,264.00
2013-03-01,Economy Rollaway Files,330.00
2016-07-01,Economy Rollaway Files,330.00
2013-04-01,Economy Rollaway Files,826.00
2014-09-01,Economy Rollaway Files,991.00
2013-05-01,EcoTones Memo Sheets,8.00
2013-03-01,EcoTones Memo Sheets,16.00
2013-09-01,EcoTones Memo Sheets,29.00
2015-06-01,Eldon 100 Class Desk Accessories,4.00
